iter	Passed	Remaining
1670	19158	3772
1671	19168	3760
1672	19180	3748
1673	19189	3737
1674	19202	3725
1675	19214	3714
1676	19226	3703
1677	19238	3691
1678	19251	3680
1679	19264	3669
1680	19276	3658
1681	19286	3646
1682	19299	3635
1683	19311	3623
1684	19320	3611
1685	19330	3600
1686	19340	3588
1687	19349	3576
1688	19361	3565
1689	19374	3553
1690	19385	3542
1691	19395	3530
1692	19407	3519
1693	19419	3507
1694	19431	3496
1695	19443	3485
1696	19455	3473
1697	19468	3462
1698	19480	3451
1699	19490	3439
1700	19501	3427
1701	19513	3416
1702	19525	3405
1703	19535	3393
1704	19546	3382
1705	19559	3370
1706	19571	3359
1707	19582	3347
1708	19593	3336
1709	19603	3324
1710	19615	3313
1711	19627	3301
1712	19637	3290
1713	19647	3278
1714	19660	3267
1715	19672	3255
1716	19684	3244
1717	19694	3232
1718	19706	3221
1719	19718	3210
1720	19731	3198
1721	19741	3187
1722	19754	3175
1723	19764	3164
1724	19777	3152
1725	19790	3141
1726	19803	3130
1727	19814	3118
1728	19827	3107
1729	19841	3096
1730	19856	3085
1731	19868	3074
1732	19882	3063
1733	19895	3052
1734	19908	3040
1735	19921	3029
1736	19934	3018
1737	19947	3007
1738	19960	2995
1739	19969	2984
1740	19980	2972
1741	19992	2961
1742	20003	2949
1743	20014	2937
1744	20026	2926
1745	20038	2915
1746	20051	2903
1747	20064	2892
1748	20075	2881
1749	20087	2869
1750	20099	2858
1751	20111	2846
1752	20123	2835
1753	20135	2824
1754	20150	2813
1755	20162	2801
1756	20174	2790
1757	20186	2778
1758	20197	2767
1759	20207	2755
1760	20218	2744
1761	20228	2732
1762	20241	2721
1763	20253	2709
1764	20265	2698
1765	20277	2686
1766	20289	2675
1767	20301	2664
1768	20314	2652
1769	20326	2641
1770	20337	2629
1771	20349	2618
1772	20361	2606
1773	20373	2595
1774	20385	2584
1775	20396	2572
1776	20409	2561
1777	20421	2549
1778	20433	2538
1779	20446	2527
1780	20458	2515
1781	20472	2504
1782	20483	2492
1783	20494	2481
1784	20505	2469
1785	20518	2458
1786	20531	2447
1787	20543	2435
1788	20556	2424
1789	20568	2413
1790	20582	2401
1791	20593	2390
1792	20604	2378
1793	20614	2367
1794	20626	2355
1795	20639	2344
1796	20649	2332
1797	20661	2321
1798	20675	2309
1799	20685	2298
1800	20698	2287
1801	20709	2275
1802	20720	2263
1803	20731	2252
1804	20742	2240
1805	20755	2229
1806	20768	2218
1807	20779	2206
1808	20790	2195
1809	20802	2183
1810	20813	2172
1811	20825	2160
1812	20836	2149
1813	20847	2137
1814	20859	2126
1815	20872	2114
1816	20884	2103
1817	20896	2091
1818	20906	2080
1819	20916	2068
1820	20927	2057
1821	20939	2045
1822	20952	2034
1823	20965	2022
1824	20976	2011
1825	20989	2000
1826	21000	1988
1827	21013	1977
1828	21026	1965
1829	21038	1954
1830	21050	1942
1831	21063	1931
1832	21072	1919
1833	21084	1908
1834	21094	1896
1835	21106	1885
1836	21115	1873
1837	21128	1862
1838	21137	1850
1839	21150	1839
1840	21160	1827
1841	21169	1815
1842	21179	1804
1843	21189	1792
1844	21200	1781
1845	21212	1769
1846	21223	1758
1847	21233	1746
1848	21245	1734
1849	21254	1723
1850	21265	1711
1851	21275	1700
1852	21284	1688
1853	21294	1676
1854	21306	1665
1855	21316	1653
1856	21328	1642
1857	21338	1630
1858	21351	1619
1859	21361	1607
1860	21372	1596
1861	21383	1584
1862	21395	1573
1863	21408	1561
1864	21420	1550
1865	21432	1539
1866	21442	1527
1867	21454	1516
1868	21466	1504
1869	21478	1493
1870	21491	1481
1871	21501	1470
1872	21511	1458
1873	21523	1447
1874	21533	1435
1875	21543	1423
1876	21552	1412
1877	21562	1400
1878	21570	1389
1879	21579	1377
1880	21588	1365
1881	21597	1354
1882	21607	1342
1883	21616	1330
1884	21625	1319
1885	21634	1307
1886	21643	1296
1887	21652	1284
1888	21661	1272
1889	21670	1261
1890	21679	1249
1891	21689	1238
1892	21698	1226
1893	21707	1214
1894	21716	1203
1895	21726	1191
1896	21735	1180
1897	21744	1168
1898	21754	1157
1899	21763	1145
1900	21773	1133
1901	21782	1122
1902	21791	1110
1903	21800	1099
1904	21809	1087
1905	21819	1076
1906	21828	1064
1907	21837	1052
1908	21847	1041
1909	21856	1029
1910	21865	1018
1911	21877	1006
1912	21887	995
1913	21898	983
1914	21907	972
1915	21917	960
1916	21928	949
1917	21938	937
1918	21948	926
1919	21959	914
1920	21969	903
1921	21981	892
1922	21991	880
1923	22001	869
1924	22011	857
1925	22020	846
1926	22031	834
1927	22041	823
1928	22051	811
1929	22062	800
1930	22071	788
1931	22082	777
1932	22095	765
1933	22105	754
1934	22116	742
1935	22128	731
1936	22142	720
1937	22161	708
1938	22176	697
1939	22191	686
1940	22208	675
1941	22225	663
1942	22240	652
1943	22255	641
1944	22266	629
1945	22278	618
1946	22290	606
1947	22303	595
1948	22313	583
1949	22323	572
1950	22335	560
1951	22345	549
1952	22357	538
1953	22367	526
1954	22378	515
1955	22390	503
1956	22404	492
1957	22418	480
1958	22431	469
1959	22444	458
1960	22456	446
1961	22469	435
1962	22480	423
1963	22492	412
1964	22503	400
1965	22515	389
1966	22526	377
1967	22537	366
1968	22548	355
1969	22560	343
1970	22571	332
1971	22583	320
1972	22594	309
1973	22605	297
1974	22616	286
1975	22629	274
1976	22641	263
1977	22653	251
1978	22663	240
1979	22673	229
1980	22682	217
1981	22693	206
1982	22704	194
1983	22717	183
1984	22727	171
1985	22738	160
1986	22748	148
1987	22760	137
1988	22775	125
1989	22789	114
1990	22804	103
1991	22816	91
1992	22831	80
1993	22842	68
1994	22855	57
1995	22881	45
1996	22923	34
1997	22962	22
1998	22974	11
1999	22996	0
